Image Filename,x,y,width,height,Notes
luxemia-blue-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-1.jpg,1225,20,80,203,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-2.jpg,958,66,281,124,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-3.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-pink-and-pistachio-mirror-skirt-set-for-festive-events-image-4.jpg,963,42,280,126,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-rani-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,1112,33,185,252,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-2.jpg,842,20,338,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-3.jpg,842,20,396,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-rani-blue-moti-sharara-suit-for-festive-events-image-4.jpg,842,20,135,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-champagne-mirror-cape-set-for-festive-events-image-1.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-champagne-mirror-cape-set-for-festive-events-image-2.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-champagne-mirror-cape-set-for-festive-events-image-3.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-purple-grey-mirror-anarkali-suit-for-festive-events-image-1.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-purple-grey-mirror-anarkali-suit-for-festive-events-image-2.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-viscose-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,992,39,281,124,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-viscose-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,955,38,280,124,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-mirror-viscose-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-sequined-palazzo-set-for-festive-events-image-1.jpg,842,20,330,179,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-sequined-palazzo-set-for-festive-events-image-2.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-sequined-palazzo-set-for-festive-events-image-3.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-sequined-palazzo-set-for-festive-events-image-4.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-mustard-mirror-cape-set-for-festive-events-image-3.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-mustard-mirror-cape-set-for-festive-events-image-4.jpg,867,20,382,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-mustard-mirror-cape-set-for-festive-events-image-5.jpg,842,20,293,205,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-mustard-mirror-cape-set-for-festive-events-image-6.jpg,842,20,428,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-mustard-mirror-cape-set-for-festive-events-image-8.jpg,862,20,351,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-mustard-mirror-cape-set-for-festive-events-image-9.jpg,1045,20,128,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-mustard-mirror-cape-set-for-festive-events-image-10.jpg,862,20,351,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-teal-mirror-cape-set-for-festive-events-image-1.jpg,862,20,343,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-teal-mirror-cape-set-for-festive-events-image-2.jpg,1107,20,128,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-1.jpg,1001,20,304,102,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-2.jpg,848,20,457,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-lemon-yellow-sequined-sharara-suit-with-dupatta-for-festive-events-image-3.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,957,37,348,248,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-black-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-moti-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,951,69,276,122,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-moti-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,951,61,354,220,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-moti-pre-draped-saree-with-blouse-for-receptions-image-3.jpg,713,17,290,226,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-orange-moti-pre-draped-saree-with-blouse-for-receptions-image-4.jpg,622,161,348,70,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-wine-moti-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,1037,217,268,68,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-wine-moti-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,842,20,336,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-navy-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,1147,189,158,96,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-navy-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,842,20,328,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-champagne-mirror-cape-set-for-parties-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-lavender-mirror-cape-set-for-festive-events-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-mustard-stone-cape-set-for-festive-events-image-1.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-mustard-stone-cape-set-for-festive-events-image-2.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,913,69,359,178,Generated from fallback top-right LaPink mask. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,842,20,294,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,842,20,408,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
luxemia-navy-blue-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,842,20,463,265,Generated from top-right color logo heuristic. Edit this row before rerunning if the rectangle misses any branding or touches product detail.
