Image Filename,Original Location,Branding Detected Yes/No,Detection Method,Branding Area Coordinates,Safe To Auto-Clean Yes/No,Reason,Needs Manual Mask Yes/No
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-image-4.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=57595. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-image-5.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-embroidered-lehenga-choli-with-dupatta-for-weddings-image-5.jpg,Yes,top-right color logo heuristic,"861,20,344,148",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=13063.,No
luxemia-pistachio-embroidered-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pistachio-embroidered-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=24645. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-pistachio-embroidered-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pistachio-embroidered-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=27338. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-1.jpg,Yes,top-right color logo heuristic,"971,117,280,124",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=7378.,No
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"971,117,280,123",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=7017.,No
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-3.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=35224. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pistachio-rust-brown-mirror-palazzo-set-for-festive-events-image-4.jpg,Yes,top-right color logo heuristic,"933,117,280,129",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=7271.,No
luxemia-green-stone-skirt-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-green-stone-skirt-set-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"842,63,457,222",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=8504. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-blue-pistachio-peach-mirror-skirt-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-blue-pistachio-peach-mirror-skirt-set-for-festive-events-image-1.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=100447. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-blue-pistachio-peach-mirror-skirt-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-blue-pistachio-peach-mirror-skirt-set-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=55579. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-blue-pistachio-peach-mirror-skirt-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-blue-pistachio-peach-mirror-skirt-set-for-festive-events-image-3.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=86805. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=96985. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=97380. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,Yes,top-right color logo heuristic,"969,20,336,265",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=39095.,No
luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-turquoise-rani-mirror-lehenga-choli-with-dupatta-for-weddings-image-4.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=62870. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-green-magenta-mirror-skirt-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-green-magenta-mirror-skirt-set-for-festive-events-image-1.jpg,Yes,top-right color logo heuristic,"903,40,339,202",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=6966.,No
luxemia-orange-green-magenta-mirror-skirt-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-green-magenta-mirror-skirt-set-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"849,20,456,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=54865. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"924,65,279,125",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=6542.,No
luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,Yes,top-right color logo heuristic,"924,65,279,125",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=6539.,No
luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=23587. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-blue-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-blue-mirror-lehenga-choli-with-dupatta-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"934,120,279,124",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=6499.,No
luxemia-blue-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-blue-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,Yes,top-right color logo heuristic,"924,65,381,220",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=7781.,No
luxemia-blue-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-blue-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,Yes,top-right color logo heuristic,"1180,44,51,47",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=115.,No
luxemia-black-mirror-skirt-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-skirt-set-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"842,20,390,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=80133. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-black-mirror-skirt-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-skirt-set-for-festive-events-image-3.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=100671. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-black-mirror-skirt-set-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-skirt-set-for-festive-events-image-4.jpg,Yes,top-right color logo heuristic,"861,20,444,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=87882. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-green-sequined-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-green-sequined-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=80166. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-green-sequined-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-green-sequined-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=94034. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-green-sequined-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-green-sequined-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=101232. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-bottle-green-moti-cape-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-bottle-green-moti-cape-set-for-festive-events-image-1.jpg,Yes,top-right color logo heuristic,"924,63,381,222",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=7094.,No
luxemia-bottle-green-moti-cape-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-bottle-green-moti-cape-set-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"1285,87,20,198",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=161.,No
luxemia-bottle-green-moti-cape-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-bottle-green-moti-cape-set-for-festive-events-image-3.jpg,Yes,top-right color logo heuristic,"856,20,449,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=49471. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-bottle-green-moti-cape-set-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-bottle-green-moti-cape-set-for-festive-events-image-4.jpg,Yes,top-right color logo heuristic,"924,20,381,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=15227. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-bottle-green-moti-cape-set-for-festive-events-image-5.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-bottle-green-moti-cape-set-for-festive-events-image-5.jpg,Yes,top-right color logo heuristic,"924,20,381,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=14478. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-1.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=1.,Yes
luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-elegant-solid-tone-mirror-palazzo-set-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"847,152,458,133",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=3791.,No
luxemia-cream-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"842,20,361,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=32633. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-cream-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,Yes,top-right color logo heuristic,"842,20,372,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=10997. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-cream-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,Yes,top-right color logo heuristic,"906,20,386,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=40221. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-cream-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=59124. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-pink-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-mirror-lehenga-choli-with-dupatta-for-weddings-image-2.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=99551. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-pink-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-mirror-lehenga-choli-with-dupatta-for-weddings-image-3.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=100027. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-pink-mirror-lehenga-choli-with-dupatta-for-weddings-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-pink-mirror-lehenga-choli-with-dupatta-for-weddings-image-4.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=96382. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-top-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-top-set-for-festive-events-image-1.jpg,Yes,top-right color logo heuristic,"842,66,463,210",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=9881. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-top-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-top-set-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"842,27,370,258",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=19890. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-top-set-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-top-set-for-festive-events-image-3.jpg,Yes,top-right color logo heuristic,"842,20,390,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=19395. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-top-set-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-top-set-for-festive-events-image-4.jpg,Yes,top-right color logo heuristic,"925,20,380,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=7963. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,Yes,top-right color logo heuristic,"992,39,281,124",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=7609.,No
luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-2.jpg,Yes,top-right color logo heuristic,"955,38,280,124",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=7422.,No
luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-3.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=30.,Yes
luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-4.jpg,Yes,top-right color logo heuristic,"842,228,44,57",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=115.,No
luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-5.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-lehenga-choli-with-dupatta-for-receptions-image-5.jpg,Yes,top-right color logo heuristic,"842,41,446,241",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=7499. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"1083,53,78,188",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=145.,No
luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,Yes,top-right color logo heuristic,"885,29,228,256",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=2030.,No
luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,Yes,top-right color logo heuristic,"1255,30,50,253",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=222.,No
luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-black-mirror-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,Yes,top-right color logo heuristic,"1228,20,77,265",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=892.,No
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-1.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=57471. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-2.jpg,Yes,top-right color logo heuristic,"842,20,461,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=90750. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-mirror-pre-draped-saree-with-blouse-for-receptions-image-3.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=92399. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"842,20,454,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=63728. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,Yes,top-right color logo heuristic,"842,20,430,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=61121. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=95776. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-4.jpg,Yes,top-right color logo heuristic,"842,20,420,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=51861. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-orange-moti-pre-draped-saree-with-blouse-for-weddings-image-5.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=98708. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-wine-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-wine-moti-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=98546. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-cream-beaded-sharara-suit-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-sharara-suit-for-festive-events-image-1.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=60190. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-cream-beaded-sharara-suit-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-sharara-suit-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=58171. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-cream-beaded-sharara-suit-for-festive-events-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-sharara-suit-for-festive-events-image-3.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=28637. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-cream-beaded-sharara-suit-for-festive-events-image-4.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-sharara-suit-for-festive-events-image-4.jpg,Yes,top-right color logo heuristic,"842,20,463,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=37885. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-cream-beaded-sharara-suit-for-festive-events-image-5.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-beaded-sharara-suit-for-festive-events-image-5.jpg,Yes,top-right color logo heuristic,"842,20,333,265",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=14472.,No
luxemia-green-mirror-palazzo-set-for-festive-events-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-green-mirror-palazzo-set-for-festive-events-image-1.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=0.,Yes
luxemia-green-mirror-palazzo-set-for-festive-events-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-green-mirror-palazzo-set-for-festive-events-image-2.jpg,Yes,top-right color logo heuristic,"842,152,463,133",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=5698.,No
luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-1.jpg,Yes,top-right color logo heuristic,"892,20,413,265",No,Likely repeated LaPink mark in upper-right region; saturated logo pixels=42229. Warning: large mask area; inspect for garment/background distortion.,Yes
luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-2.jpg,Yes,top-right color logo heuristic,"955,37,279,125",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=6462.,No
luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-cream-stone-pre-draped-saree-with-blouse-for-weddings-image-3.jpg,Yes,top-right color logo heuristic,"993,39,279,123",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=6721.,No
luxemia-blue-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,luxemia_supplier_REJECTED_BRANDED_IMAGES/luxemia-blue-mirror-lehenga-choli-with-dupatta-for-receptions-image-1.jpg,Yes,fallback top-right LaPink mask,"913,69,359,178",Yes,Likely repeated LaPink mark in upper-right region; saturated logo pixels=0.,Yes
