Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Variant Image,Variant Weight Unit
lavender-tissue-silk-wedding-saree,Lavender Saree,"<p>Lavender saree with blouse piece.</p>
<p>For wedding events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Saree with blouse piece and dupatta (where shown).</p>
<p><strong>STITCHING:</strong> Saree is unstitched. Fall and edging available for $10 (request by email after ordering).</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Tissue Silk (fine weave). Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/sarees"">Browse all sarees</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Saree,"lavender,tissue silk,wedding,saree,indian ethnic wear,usa,ships from India,in stock",TRUE,,,,,2000,shopify,10,deny,manual,79.35,107.22,TRUE,TRUE,LXM-lavender-tissue-silk,https://kesimg.b-cdn.net/images/650/2025y/December/59728/Lavender-PV-Tissue-Silk-Wedding-Wear-Weaving-Work-Saree-Kreshva-Mangalsutra--3667-K-4294(1).jpg,1,Lavender Saree,FALSE,Lavender Saree | LuxeMia,Lavender saree for wedding — $79. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2025y/December/59728/Lavender-PV-Tissue-Silk-Wedding-Wear-Weaving-Work-Saree-Kreshva-Mangalsutra--3667-K-4294(1).jpg,kg
coral-cotton-casual-saree,Coral Saree,"<p>Coral saree with blouse piece.</p>
<p>For casual events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Saree with blouse piece and dupatta (where shown).</p>
<p><strong>STITCHING:</strong> Saree is unstitched. Fall and edging available for $10 (request by email after ordering).</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Cotton (natural fiber). Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/sarees"">Browse all sarees</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Saree,"coral,cotton,casual,saree,indian ethnic wear,usa,ships from India,in stock",TRUE,,,,,2000,shopify,10,deny,manual,56.85,78.96,TRUE,TRUE,LXM-coral-cotton-casual-,https://kesimg.b-cdn.net/images/650/2025y/December/59705/Coral-Cotton-Casual-Wear-Print-Work-Saree-Kreshva-Vol-2-3666-K-4267(1).jpg,1,Coral Saree,FALSE,Coral Saree | LuxeMia,Coral saree for casual — $57. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2025y/December/59705/Coral-Cotton-Casual-Wear-Print-Work-Saree-Kreshva-Vol-2-3666-K-4267(1).jpg,kg
lavender-cotton-casual-saree,Lavender Cotton Casual Saree with Blouse Piece,"<p>Lavender saree with blouse piece.</p>
<p>For casual events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Saree with blouse piece and dupatta (where shown).</p>
<p><strong>STITCHING:</strong> Saree is unstitched. Fall and edging available for $10 (request by email after ordering).</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Cotton (natural fiber). Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/sarees"">Browse all sarees</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Saree,"lavender,cotton,casual,saree,indian ethnic wear,usa,ships from India,in stock",TRUE,,,,,2000,shopify,10,deny,manual,56.85,78.96,TRUE,TRUE,LXM-lavender-cotton-casu,https://kesimg.b-cdn.net/images/650/2025y/December/59705/Lavender-Cotton-Casual-Wear-Print-Work-Saree-Kreshva-Vol-2-3666-K-4266(1).jpg,1,Lavender Cotton Casual Saree with Blouse Piece,FALSE,Lavender Cotton Casual Saree with Blouse Piece | LuxeMia,Lavender saree for casual — $57. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2025y/December/59705/Lavender-Cotton-Casual-Wear-Print-Work-Saree-Kreshva-Vol-2-3666-K-4266(1).jpg,kg
wine-georgette-sharara-suit,Wine Sharara Suit with Dupatta,"<p>Wine sharara suit with dupatta.</p>
<p>For festive events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Kurta, bottom (salwar/palazzo/sharara), and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Georgette (synthetic). Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/suits"">Browse all suits</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Suit,"wine,georgette,festive,suit,indian ethnic wear,usa,ships from india,in stock",TRUE,,,,,2000,shopify,10,deny,manual,98.85,133.59,TRUE,TRUE,LXM-wine-georgette-shara,https://kesimg.b-cdn.net/images/650/2025y/December/59625/Wine-Net-Wedding-Wear-Heavy-Work-Lehenga-Choli-Wedding-Wibe-Vol-2-3622-2945-B(1).jpg,1,Wine Sharara Suit with Dupatta,FALSE,Wine Sharara Suit with Dupatta | LuxeMia,Wine sharara suit for festive — $99. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2025y/December/59625/Wine-Net-Wedding-Wear-Heavy-Work-Lehenga-Choli-Wedding-Wibe-Vol-2-3622-2945-B(1).jpg,kg
dusty-rose-silk-party-anarkali,Pink Embroidered Anarkali Suit with Contrasting Blue Ombre Dupatta,"<p>Pink embroidered anarkali suit with dupatta.</p>
<p>For party events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Kurta, bottom (salwar/palazzo/sharara), and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Silk blend. Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/suits"">Browse all suits</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Suit,"pink,silk,party,embroidery,suit,indian ethnic wear,usa,ships from india,in stock",TRUE,,,,,2000,shopify,10,deny,manual,62.85,80.58,TRUE,TRUE,LXM-dusty-rose-silk-part,https://kesimg.b-cdn.net/images/650/2026y/January/59793/Dusty-Rose-Silk-Party-Wear-Sequins-Work--Readymade-Anarkali-Suit-5964(1).jpg,1,Pink Embroidered Anarkali Suit with Contrasting Blue Ombre Dupatta,FALSE,Pink Embroidered Anarkali Suit with Contrasting B… | LuxeMia,Pink Embroidered anarkali suit for party — $63. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2026y/January/59793/Dusty-Rose-Silk-Party-Wear-Sequins-Work--Readymade-Anarkali-Suit-5964(1).jpg,kg
multicolor-chinnon-party-anarkali,Multi-color Anarkali Suit with Dupatta,"<p>Multi-color anarkali suit with dupatta.</p>
<p>For party events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Kurta, bottom (salwar/palazzo/sharara), and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Premium fabric (see images). Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/suits"">Browse all suits</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Suit,"multi-color,party,suit,indian ethnic wear,usa,ships from india,in stock",TRUE,,,,,2000,shopify,10,deny,manual,74.85,101.19,TRUE,TRUE,LXM-multicolor-chinnon-p,https://kesimg.b-cdn.net/images/650/2025y/December/59660/Multi-Color-Premium-Chinnon-Party-Wear-Digital-Print-Work-Readymade-Anarkali-Suit-Gulzar-Saawan--5397-3343(1).jpg,1,Multi-color Anarkali Suit with Dupatta,FALSE,Multi-color Anarkali Suit with Dupatta | LuxeMia,Multi-color anarkali suit for party — $75. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2025y/December/59660/Multi-Color-Premium-Chinnon-Party-Wear-Digital-Print-Work-Readymade-Anarkali-Suit-Gulzar-Saawan--5397-3343(1).jpg,kg
peach-fendy-silk-casual-anarkali,Peach Embroidered Anarkali Suit with Matching Embroidered Dupatta,"<p>Peach embroidered anarkali suit with dupatta.</p>
<p>For casual events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Kurta, bottom (salwar/palazzo/sharara), and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Fendy Silk (synthetic blend). Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/suits"">Browse all suits</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Suit,"peach,fendy silk,casual,embroidery,suit,indian ethnic wear,usa,ships from india,in stock",TRUE,,,,,2000,shopify,10,deny,manual,80.85,106.38,TRUE,TRUE,LXM-peach-fendy-silk-cas,https://kesimg.b-cdn.net/images/650/2025y/December/59743/Peach-Fendy-Silk-Casual-Wear-Sequins-Work-Readymade-Anarkali-Suit-Anshika-Vol-2-5519-6101-D(1).jpg,1,Peach Embroidered Anarkali Suit with Matching Embroidered Dupatta,FALSE,Peach Embroidered Anarkali Suit with Matching Emb… | LuxeMia,Peach Embroidered anarkali suit for casual — $81. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2025y/December/59743/Peach-Fendy-Silk-Casual-Wear-Sequins-Work-Readymade-Anarkali-Suit-Anshika-Vol-2-5519-6101-D(1).jpg,kg
black-chinnon-silk-sharara-set,Black Sharara Suit with Dupatta,"<p>Black sharara suit with dupatta.</p>
<p>For festive events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Kurta, bottom (salwar/palazzo/sharara), and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Chinnon (synthetic silk blend). Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/suits"">Browse all suits</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Suit,"black,chinnon silk,festive,suit,indian ethnic wear,usa,ships from india,in stock",TRUE,,,,,2000,shopify,10,deny,manual,104.97,149.97,TRUE,TRUE,LXM-black-chinnon-silk-s,/images/products/kanchan-chinnon-10202.webp,1,Black Sharara Suit with Dupatta,FALSE,Black Sharara Suit with Dupatta | LuxeMia,Black sharara suit for festive — $105. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,/images/products/kanchan-chinnon-10202.webp,kg
red-silk-eid-anarkali-suit,Red Embroidered Anarkali Suit with Matching Embroidered Cape/Dupatta,"<p>Red embroidered anarkali suit with dupatta.</p>
<p>For festive events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Kurta, bottom (salwar/palazzo/sharara), and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Silk blend. Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/suits"">Browse all suits</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Suit,"red,silk,festive,embroidery,suit,indian ethnic wear,usa,ships from india,in stock",TRUE,,,,,2000,shopify,10,deny,manual,73.35,94.05,TRUE,TRUE,LXM-red-silk-eid-anarkal,https://kesimg.b-cdn.net/images/650/2026y/January/59797/RED-Silk-Eid-Wear-Embroidery-Work-Readymade-Anarkali-Suit-5554-681-B(1).jpg,1,Red Embroidered Anarkali Suit with Matching Embroidered Cape/Dupatta,FALSE,Red Embroidered Anarkali Suit with Matching Embro… | LuxeMia,Red Embroidered anarkali suit for festive — $73. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2026y/January/59797/RED-Silk-Eid-Wear-Embroidery-Work-Readymade-Anarkali-Suit-5554-681-B(1).jpg,kg
green-silk-eid-anarkali-suit,Emerald Green Embroidered Anarkali Suit with Matching Scalloped Hem Cape,"<p>Emerald green embroidered anarkali suit with dupatta.</p>
<p>For festive events — Navratri, Diwali, weddings, family functions.</p>
<p><strong>SET INCLUDES:</strong> Kurta, bottom (salwar/palazzo/sharara), and dupatta.</p>
<p><strong>STITCHING OPTIONS:</strong></p>
<p>&nbsp;&nbsp;&bull; <strong>Standard Size S-XXL</strong> (+$23) — we stitch to a standard size before shipping.</p>
<p>&nbsp;&nbsp;&bull; <strong>Custom Stitching</strong> (+$37) — we stitch to your exact measurements (form emailed after order, 4-5 days extra).</p>
<p>&nbsp;&nbsp;&bull; <strong>Unstitched</strong> (+$0) — fabric shipped as-is, you arrange stitching locally.</p>
<p><strong>CARE:</strong> First Wash Dry Clean. Iron at moderate temperature.</p>
<p><strong>FABRIC:</strong> Silk blend. Approx weight: 2 kg (full set).</p>
<p><strong>SHIPPING:</strong> Ships within 2-3 days (processing). Standard delivery time varies by country. <strong>DHL Express delivers in 3-5 days</strong>. <strong>Free shipping is always Standard</strong> — DHL Express available at checkout for an additional fee.</p>
<p><strong>AVAILABILITY:</strong> <span style=""color:#1a7f37"">✓ In stock</span> — limited edition, available while supplier inventory lasts.</p>
<p><strong>QUESTIONS?</strong> Email <a href=""mailto:hello@luxemia.shop"">hello@luxemia.shop</a>, call <a href=""tel:+12153419990"">+1-215-341-9990</a>, or <a href=""https://wa.me/12153419990"" target=""_blank"">WhatsApp Mini</a> — I answer the phone myself in English, Hindi, or Gujarati.</p>
<p><strong>SEE ALSO:</strong> <a href=""https://luxemia.shop/returns"">Returns policy</a> | <a href=""https://luxemia.shop/size-guide"">Size guide</a> | <a href=""https://luxemia.shop/blog/how-to-measure-for-indian-ethnic-wear"">How to measure</a> | <a href=""https://luxemia.shop/suits"">Browse all suits</a></p>
<p>— Mini, founder of LuxeMia</p>",LuxeMia,Clothing,Suit,"emerald green,silk,festive,embroidery,suit,indian ethnic wear,usa,ships from india,in stock",TRUE,,,,,2000,shopify,10,deny,manual,73.35,94.05,TRUE,TRUE,LXM-green-silk-eid-anark,https://kesimg.b-cdn.net/images/650/2026y/January/59797/Green-Silk-Eid-Wear-Embroidery-Work-Readymade-Anarkali-Suit-5554-681-A(1).jpg,1,Emerald Green Embroidered Anarkali Suit with Matching Scalloped Hem Cape,FALSE,Emerald Green Embroidered Anarkali Suit with Matc… | LuxeMia,Emerald green Embroidered anarkali suit for festive — $73. Ships in 2-3 days. DHL Express 3-5 days. In stock.,active,https://kesimg.b-cdn.net/images/650/2026y/January/59797/Green-Silk-Eid-Wear-Embroidery-Work-Readymade-Anarkali-Suit-5554-681-A(1).jpg,kg
